,LHS,RHS,support,confidence,coverage,lift,count
196,"{purchase_factors:Price,purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Functionality},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.2239583333333335,5
146,"{purchase_factors:Price,purchase_factors:Size,purchase_factors:Aesthetics,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Functionality},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.2239583333333335,5
17,"{purchase_factors:Customisable options,purchase_factors:Aesthetics}",{purchase_factors:Functionality},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.2239583333333335,5
76,"{purchase_factors:Size,purchase_factors:Aesthetics,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Functionality},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.2239583333333335,5
84,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.1276595744680851,0.8571428571428571,0.14893617021276595,1.2207792207792207,6
168,"{purchase_factors:Price,purchase_factors:Aesthetics,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.1276595744680851,0.8571428571428571,0.14893617021276595,1.2207792207792207,6
92,"{purchase_factors:Aesthetics,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.1276595744680851,0.8571428571428571,0.14893617021276595,1.2207792207792207,6
159,"{purchase_factors:Price,purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.1276595744680851,0.8571428571428571,0.14893617021276595,1.2207792207792207,6
140,"{purchase_factors:Price,purchase_factors:Brand name,purchase_factors:Technological features}",{purchase_factors:Functionality},0.40425531914893614,0.8260869565217391,0.48936170212765956,1.2133152173913044,19
125,"{purchase_factors:Price,purchase_factors:Size,purchase_factors:Brand name}",{purchase_factors:Technological features},0.3404255319148936,0.8,0.42553191489361697,1.2129032258064516,16
39,"{purchase_factors:Size,purchase_factors:Technological features}",{purchase_factors:Functionality},0.2978723404255319,0.8235294117647058,0.3617021276595745,1.2095588235294117,14
121,"{purchase_factors:Price,purchase_factors:Size,purchase_factors:Technological features}",{purchase_factors:Functionality},0.2978723404255319,0.8235294117647058,0.3617021276595745,1.2095588235294117,14
34,"{purchase_factors:Brand name,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Functionality},0.19148936170212766,0.8181818181818182,0.23404255319148934,1.2017045454545456,9
135,"{purchase_factors:Price,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Brand name},0.3404255319148936,0.8421052631578947,0.4042553191489362,1.1993620414673045,16
48,"{purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Brand name},0.3404255319148936,0.8421052631578947,0.4042553191489362,1.1993620414673045,16
4,{purchase_factors:Size},{purchase_factors:Brand name},0.44680851063829785,0.84,0.5319148936170213,1.1963636363636363,21
54,"{purchase_factors:Functionality,purchase_factors:Technological features}",{purchase_factors:Brand name},0.44680851063829785,0.84,0.5319148936170213,1.1963636363636363,21
118,"{purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Technological features}",{purchase_factors:Functionality},0.2765957446808511,0.8125,0.3404255319148936,1.193359375,13
188,"{purchase_factors:Price,purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Technological features}",{purchase_factors:Functionality},0.2765957446808511,0.8125,0.3404255319148936,1.193359375,13
150,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.186868686868687,5
199,"{purchase_factors:Price,purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.186868686868687,5
157,"{purchase_factors:Price,purchase_factors:Size,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.186868686868687,5
45,"{purchase_factors:Price,purchase_factors:Size}",{purchase_factors:Brand name},0.425531914893617,0.8333333333333334,0.5106382978723404,1.186868686868687,20
42,"{purchase_factors:Functionality,purchase_factors:Size}",{purchase_factors:Brand name},0.3191489361702128,0.8333333333333334,0.3829787234042553,1.186868686868687,15
82,"{purchase_factors:Size,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.186868686868687,5
70,"{purchase_factors:Functionality,purchase_factors:Customisable options,purchase_factors:Technological features}",{purchase_factors:Brand name},0.10638297872340426,0.8333333333333334,0.1276595744680851,1.186868686868687,5
7,{purchase_factors:Technological features},{purchase_factors:Functionality},0.5319148936170213,0.8064516129032258,0.6595744680851064,1.1844758064516128,25
139,"{purchase_factors:Price,purchase_factors:Functionality,purchase_factors:Technological features}",{purchase_factors:Brand name},0.40425531914893614,0.8260869565217391,0.48936170212765956,1.1765480895915679,19
107,"{purchase_factors:Price,purchase_factors:Brand name,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Functionality},0.1702127659574468,0.8,0.21276595744680848,1.175,8
127,"{purchase_factors:Price,purchase_factors:Functionality,purchase_factors:Size}",{purchase_factors:Brand name},0.2978723404255319,0.8235294117647058,0.3617021276595745,1.1729055258467023,14
53,"{purchase_factors:Price,purchase_factors:Aesthetics}",{purchase_factors:Brand name},0.46808510638297873,0.8148148148148148,0.574468085106383,1.1604938271604939,22
8,{purchase_factors:Technological features},{purchase_factors:Brand name},0.5319148936170213,0.8064516129032258,0.6595744680851064,1.1485826001955033,25
99,"{purchase_factors:Functionality,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Brand name},0.1702127659574468,0.8,0.21276595744680848,1.1393939393939394,8
13,"{purchase_factors:Customisable options,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
170,"{purchase_factors:Functionality,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.14893617021276595,1.0,0.14893617021276595,1.119047619047619,7
202,"{purchase_factors:Functionality,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1276595744680851,1.0,0.1276595744680851,1.119047619047619,6
134,"{purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.3404255319148936,1.0,0.3404255319148936,1.119047619047619,16
164,"{purchase_factors:Functionality,purchase_factors:Aesthetics,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1276595744680851,1.0,0.1276595744680851,1.119047619047619,6
67,"{purchase_factors:Customisable options,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
41,"{purchase_factors:Size,purchase_factors:Technological features}",{purchase_factors:Price},0.3617021276595745,1.0,0.3617021276595745,1.119047619047619,17
15,"{purchase_factors:Size,purchase_factors:Customisable options}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
27,"{purchase_factors:Size,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1702127659574468,1.0,0.1702127659574468,1.119047619047619,8
179,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.2127659574468085,1.0,0.2127659574468085,1.119047619047619,10
64,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Customisable options}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
182,"{purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.23404255319148937,1.0,0.23404255319148937,1.119047619047619,11
186,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Technological features}",{purchase_factors:Price},0.2765957446808511,1.0,0.2765957446808511,1.119047619047619,13
190,"{purchase_factors:Functionality,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.3191489361702128,1.0,0.3191489361702128,1.119047619047619,15
61,"{purchase_factors:Customisable options,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
194,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
198,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.10638297872340426,1.0,0.10638297872340426,1.119047619047619,5
49,"{purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.40425531914893614,1.0,0.40425531914893614,1.119047619047619,19
79,"{purchase_factors:Size,purchase_factors:Aesthetics,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1276595744680851,1.0,0.1276595744680851,1.119047619047619,6
167,"{purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1276595744680851,1.0,0.1276595744680851,1.119047619047619,6
207,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Brand name,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.2127659574468085,1.0,0.2127659574468085,1.119047619047619,10
153,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1276595744680851,1.0,0.1276595744680851,1.119047619047619,6
131,"{purchase_factors:Functionality,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.3404255319148936,1.0,0.3404255319148936,1.119047619047619,16
120,"{purchase_factors:Functionality,purchase_factors:Size,purchase_factors:Technological features}",{purchase_factors:Price},0.2978723404255319,1.0,0.2978723404255319,1.119047619047619,14
111,"{purchase_factors:Size,purchase_factors:Aesthetics,purchase_factors:Technological features}",{purchase_factors:Price},0.23404255319148937,1.0,0.23404255319148937,1.119047619047619,11
83,"{purchase_factors:Size,purchase_factors:Technological features,purchase_factors:Sustainability/environment considerations}",{purchase_factors:Price},0.1276595744680851,1.0,0.1276595744680851,1.119047619047619,6
